Date,Price
2019-06-15,65.61812150215236
2019-06-16,67.74666443633609
2019-06-17,73.20247531852712
2019-06-18,62.5737165941368
2019-06-19,60.11412312125746
2019-06-20,59.51737856381105
2019-06-21,59.96804605600523
2019-06-22,63.74373570265566
2019-06-23,65.91715089270315
2019-06-24,65.67699178416377
2019-06-25,68.51160080158756
2019-06-26,64.52284078469073
2019-06-27,71.80764847998155
2019-06-28,63.298840696898935
2019-06-29,78.30511746493058
2019-06-30,67.91475513970126
2019-07-01,60.58277738768858
2019-07-02,59.59624944835818
2019-07-03,67.44522078377342
2019-07-04,63.99769154982201
2019-07-05,68.76715471580549
2019-07-06,67.6454871371065
2019-07-07,64.99730121984815
2019-07-08,61.209623961684265
2019-07-09,57.951503197490716
2019-07-10,63.3753113294787
2019-07-11,69.97202683032492
2019-07-12,66.84264834825234
2019-07-13,59.625632502935126
2019-07-14,66.80237779464474
2019-07-15,67.94520683292677
2019-07-16,61.68147952217067
2019-07-17,66.95153900179774
2019-07-18,66.55610383319386
2019-07-19,60.63235552070449
2019-07-20,68.21829058049278
2019-07-21,69.3154231794863
2019-07-22,72.00890353241526
2019-07-23,71.94480434560715
2019-07-24,59.86959401454094
2019-07-25,62.15096242364454
2019-07-26,69.4974107281572
2019-07-27,69.57331091556871
2019-07-28,69.66176636143166
2019-07-29,86.43233215206878
2019-07-30,70.10527402115477
2019-07-31,73.0107964374857
2019-08-01,72.18512382294246
2019-08-02,70.7542180308992
2019-08-03,66.00306232006224
2019-08-04,71.45640141462405
2019-08-05,63.87957600836362
2019-08-06,66.6417558162452
2019-08-07,65.48117787969348
2019-08-08,68.39951308466436
2019-08-09,79.64558198999406
2019-08-10,58.81810996256152
2019-08-11,71.66788364628658
2019-08-12,60.25515010735952
2019-08-13,66.04121690325437
2019-08-14,73.92777598593212
2019-08-15,68.88656986546636
2019-08-16,63.25859264923628
2019-08-17,65.15294476147672
2019-08-18,72.2095988213437
2019-08-19,65.24192368697838
2019-08-20,70.05819656236771
2019-08-21,69.28590958287066
2019-08-22,65.88219541421627
2019-08-23,79.94206436776572
2019-08-24,72.4740858016229
2019-08-25,59.26092452563858
2019-08-26,70.40105580166751
2019-08-27,66.24199867287219
2019-08-28,73.89524443958899
2019-08-29,65.75262084233815
2019-08-30,69.2236890960609
2019-08-31,72.40445446719144
2019-09-01,74.29044081203352
2019-09-02,64.04232957479779
2019-09-03,68.45345219976568
2019-09-04,67.8333785920594
2019-09-05,67.02360575388938
2019-09-06,79.19966988705717
2019-09-07,72.47945400935023
2019-09-08,64.23227245176399
2019-09-09,75.20814872760685
2019-09-10,81.31176674628989
2019-09-11,75.94545883287621
2019-09-12,63.26842946924417
2019-09-13,68.52625570357674
2019-09-14,77.36412858273486
2019-09-15,67.5733722776016
2019-09-16,73.4129635153204
2019-09-17,75.14918341062972
2019-09-18,66.72350755448636
2019-09-19,71.14267990096153
2019-09-20,55.31611674981893
2019-09-21,66.48266201238661
2019-09-22,70.423906230986
2019-09-23,65.52997784702131
2019-09-24,80.0130970453975
2019-09-25,64.78248040482991
2019-09-26,69.81511163004191
2019-09-27,72.75118371885104
2019-09-28,79.38599404664492
2019-09-29,65.08246361431091
2019-09-30,78.15973989987667
2019-10-01,72.47723321309356
2019-10-02,67.60067142164961
2019-10-03,74.90087881709948
2019-10-04,73.66780669254425
2019-10-05,69.75357059777667
2019-10-06,73.18581217741449
2019-10-07,70.99238053704936
2019-10-08,73.56868201650815
2019-10-09,76.3938954317509
2019-10-10,81.09547290876618
2019-10-11,67.05845810279894
2019-10-12,83.99484923910828
2019-10-13,63.651390137108194
2019-10-14,72.73505042843654
2019-10-15,76.51770870493108
2019-10-16,75.06322878007714
2019-10-17,70.62691861119276
2019-10-18,72.78195172740311
2019-10-19,71.43970507478907
2019-10-20,71.04003273225594
2019-10-21,78.31701377097588
2019-10-22,75.93622748458975
2019-10-23,70.768748847355
2019-10-24,78.81344296971828
2019-10-25,75.93408796582882
2019-10-26,78.54404772453435
2019-10-27,77.71002810885136
2019-10-28,70.49905561351669
2019-10-29,71.92527223603597
2019-10-30,78.54479223153088
2019-10-31,77.94232230197565
2019-11-01,74.86810977388133
2019-11-02,75.64140142913975
2019-11-03,81.52523576043171
2019-11-04,72.2612011062042
2019-11-05,78.0366917251273
2019-11-06,74.3723883260014
2019-11-07,74.37709234092851
2019-11-08,81.04152938589434
2019-11-09,79.75687363979227
2019-11-10,79.77948684374907
2019-11-11,82.3214794684113
2019-11-12,75.98125140969721
2019-11-13,79.36814382690198
2019-11-14,74.48919195635364
2019-11-15,77.74350427065689
2019-11-16,75.55410400527
2019-11-17,76.77194587096578
2019-11-18,79.34489794208051
2019-11-19,72.36015616762235
2019-11-20,86.99534273111075
2019-11-21,71.5854662140787
2019-11-22,70.62675682653231
2019-11-23,82.57040102686506
2019-11-24,80.82030689807317
2019-11-25,80.06473928241303
2019-11-26,80.1680145123674
2019-11-27,77.04719987070519
2019-11-28,72.70430864640436
2019-11-29,77.6517500636959
2019-11-30,73.96906548406048
2019-12-01,82.31261947760353
2019-12-02,76.78388067189785
2019-12-03,73.47382836433974
2019-12-04,76.07653190893109
2019-12-05,79.83026515746793
2019-12-06,75.02913189096368
2019-12-07,73.81879944604516
2019-12-08,79.23048425023065
2019-12-09,79.31902781720845
2019-12-10,75.64162585370295
2019-12-11,75.90329697136075
2019-12-12,79.50088495513428
2019-12-13,71.18236032975325
2019-12-14,71.46760993425085
2019-12-15,74.9948544687652
2019-12-16,77.6019865853619
2019-12-17,80.30590694080492
2019-12-18,86.21029696645641
2019-12-19,83.2039607666125
2019-12-20,78.19811676967903
2019-12-21,78.98487514887648
2019-12-22,74.14945613409463
2019-12-23,79.15168404621548
2019-12-24,77.88310330047051
2019-12-25,81.02213606565539
2019-12-26,75.3545353150971
2019-12-27,82.16956937295832
2019-12-28,87.31867813565911
2019-12-29,79.19332959725568
2019-12-30,81.82783571892844
2019-12-31,83.35214383588306
2020-01-01,77.97746828679206
2020-01-02,81.18617982416708
2020-01-03,80.21082618791775
2020-01-04,80.71839144564667
2020-01-05,76.44710880251894
2020-01-06,80.51685536198475
2020-01-07,82.96644271581103
2020-01-08,87.81431606745275
2020-01-09,85.43709892779734
2020-01-10,91.48880385382284
2020-01-11,76.96830052071857
2020-01-12,85.24878828765597
2020-01-13,81.88604190163808
2020-01-14,92.00049330792844
2020-01-15,77.09213398395808
2020-01-16,77.01716296872372
2020-01-17,78.30095572130125
2020-01-18,70.76058709586607
2020-01-19,78.83343737790507
2020-01-20,77.74869594743414
2020-01-21,82.37847495647742
2020-01-22,83.41743267187593
2020-01-23,91.17165375796333
2020-01-24,86.62506552170791
2020-01-25,79.0705748213594
2020-01-26,77.54516651182338
2020-01-27,84.57898249499145
2020-01-28,75.60036737124948
2020-01-29,91.44097400451821
2020-01-30,88.26302754774663
2020-01-31,80.10209545251043
2020-02-01,73.96444783647333
2020-02-02,89.38162912164854
2020-02-03,82.12171479345214
2020-02-04,88.96564234847628
2020-02-05,74.8865692635309
2020-02-06,79.94397921162762
2020-02-07,83.04921959388118
2020-02-08,83.34005083300771
2020-02-09,80.93696727568154
2020-02-10,86.38369106370901
2020-02-11,78.01348602395231
2020-02-12,82.72183751465256
2020-02-13,84.11735986721227
2020-02-14,86.17022264784029
2020-02-15,87.23824963688476
2020-02-16,78.13911155614471
2020-02-17,76.1738979305497
2020-02-18,90.31499966261413
2020-02-19,85.67033238191328
2020-02-20,80.34847640812633
2020-02-21,91.92881573741546
2020-02-22,84.83357580016089
2020-02-23,90.2338353179095
2020-02-24,84.75708857353467
2020-02-25,94.8053825597878
2020-02-26,93.36049391648764
2020-02-27,83.42111573077003
2020-02-28,89.60593799683093
2020-02-29,88.05710975887864
2020-03-01,91.75553456750839
2020-03-02,80.1699062458399
2020-03-03,88.50692761762636
2020-03-04,90.45093952077588
2020-03-05,76.4472664233061
2020-03-06,79.40681806098655
2020-03-07,75.20909650440869
2020-03-08,84.14036998988017
2020-03-09,89.15726220997652
2020-03-10,93.1634829603706
2020-03-11,86.1043183708831
2020-03-12,93.95906896553446
2020-03-13,78.99763071549728
2020-03-14,77.46337257868971
2020-03-15,85.78469304987617
2020-03-16,88.06490555794954
2020-03-17,86.0632513416763
2020-03-18,75.97166135084115
2020-03-19,85.94541842237032
2020-03-20,79.95081788630377
2020-03-21,89.903674901872
2020-03-22,88.47045015709979
2020-03-23,82.02020676387252
2020-03-24,84.2324178777196
2020-03-25,81.58783162385207
2020-03-26,86.65265051582472
2020-03-27,91.82390437359052
2020-03-28,82.20170930830038
2020-03-29,89.73271888646107
2020-03-30,84.64334498590341
2020-03-31,83.41241568534764
2020-04-01,86.92377481578032
2020-04-02,82.36486177235001
2020-04-03,84.85497362660473
2020-04-04,81.71597745929014
2020-04-05,97.6111393557101
2020-04-06,88.04597821988055
2020-04-07,84.45317968895274
2020-04-08,89.10385355148053
2020-04-09,87.55446051824902
2020-04-10,87.09339953793082
2020-04-11,91.35122780470782
2020-04-12,92.15007962362097
2020-04-13,85.79218210422556
2020-04-14,85.64774340794855
2020-04-15,87.23372289430749
2020-04-16,77.18152232528155
2020-04-17,81.19731960686048
2020-04-18,95.6897930239696
2020-04-19,97.16240702314717
2020-04-20,87.77453502675262
2020-04-21,91.98464680870708
2020-04-22,90.74025953503968
2020-04-23,104.66055957349197
2020-04-24,94.94617685728242
2020-04-25,88.79086111159945
2020-04-26,84.73489363489492
2020-04-27,81.56251100550293
2020-04-28,90.69420755502067
2020-04-29,85.9772824181568
2020-04-30,82.7299143654837
2020-05-01,86.69046526115318
2020-05-02,84.5977364331876
2020-05-03,98.52333139551617
2020-05-04,94.57796877379435
2020-05-05,90.21205355135776
2020-05-06,97.73378422128474
2020-05-07,90.80305183396646
2020-05-08,86.19193605798081
2020-05-09,98.19612421986416
2020-05-10,93.35720082083292
2020-05-11,85.55856659967111
2020-05-12,89.87525074977911
2020-05-13,86.53099964216712
2020-05-14,84.07723902316297
2020-05-15,95.70427218453663
2020-05-16,100.70261441812283
2020-05-17,84.24484011557023
2020-05-18,94.13467093701254
2020-05-19,88.14875867684431
2020-05-20,89.04849137252373
2020-05-21,88.60429543904662
2020-05-22,87.32845798073564
2020-05-23,91.9731667377526
2020-05-24,87.65795478486704
2020-05-25,93.2471362647152
2020-05-26,91.72580835746406
2020-05-27,90.86440543927145
2020-05-28,87.60347413228926
2020-05-29,89.33958255854937
2020-05-30,96.08254210941355
2020-05-31,94.89231868730043
2020-06-01,87.58210329407953
2020-06-02,93.04868781411218
2020-06-03,96.39110867271874
2020-06-04,84.3692934191467
2020-06-05,95.51526755554698
2020-06-06,89.56749456781183
2020-06-07,95.81575347440064
2020-06-08,89.228611117616
2020-06-09,84.10264316589974
2020-06-10,85.07148824870029
2020-06-11,93.53177194031677
2020-06-12,94.67210648451102
2020-06-13,88.93405761927532
2020-06-14,96.730749807578
2020-06-15,85.3123339712401
2020-06-16,93.37168205824206
2020-06-17,87.72914682156011
2020-06-18,90.60719405025534
2020-06-19,94.18551471474198
2020-06-20,89.72860130063391
2020-06-21,92.19003717479829
2020-06-22,99.22642571091338
2020-06-23,91.39264908611919
2020-06-24,98.5377157629544
2020-06-25,88.79286769823436
2020-06-26,97.17256962999262
2020-06-27,101.81353861259947
2020-06-28,82.32961977756729
2020-06-29,90.7855127697451
2020-06-30,97.73749645189393
2020-07-01,93.91905565467002
2020-07-02,96.8721587206353
2020-07-03,92.07865018909341
2020-07-04,95.61367182893076
2020-07-05,94.48448348349962
2020-07-06,101.18392673765281
2020-07-07,96.6992674147536
2020-07-08,97.1973232775173
2020-07-09,93.53207190542271
2020-07-10,93.23557238456634
2020-07-11,93.59295933472447
2020-07-12,97.8101577546078
2020-07-13,93.81512140750876
2020-07-14,97.45106486498588
2020-07-15,106.46134134262478
2020-07-16,100.52210763544981
2020-07-17,94.6185132263459
2020-07-18,102.33684726689857
2020-07-19,94.37254755986486
2020-07-20,86.30444851797711
2020-07-21,91.53678640817311
2020-07-22,87.3054051265246
2020-07-23,94.9839440803411
2020-07-24,96.91575016538917
2020-07-25,105.28799159971157
2020-07-26,98.62258867604973
2020-07-27,95.97459593207834
2020-07-28,101.29927325093387
2020-07-29,86.17871556887076
2020-07-30,98.49461167334677
2020-07-31,101.25301162113253
2020-08-01,90.08790119169225
2020-08-02,103.28174940551986
2020-08-03,99.33760799585104
2020-08-04,95.65083315776872
2020-08-05,100.97332882669791
2020-08-06,109.24503055408223
2020-08-07,98.88304430924647
2020-08-08,99.29696273434944
2020-08-09,95.84120207404028
2020-08-10,93.9709314933113
2020-08-11,102.45397919225026
2020-08-12,94.10402774887844
2020-08-13,98.82442483341349
2020-08-14,96.16045318238471
2020-08-15,101.02578631383602
2020-08-16,100.38134448043255
2020-08-17,103.98288044418105
2020-08-18,96.32724549751158
2020-08-19,97.61009958421224
2020-08-20,94.1478024506613
2020-08-21,96.90230149808603
2020-08-22,101.09241703258459
2020-08-23,103.07300441948087
2020-08-24,94.75938148425973
2020-08-25,103.80038447456992
2020-08-26,106.31269093696012
2020-08-27,101.68382292794763
2020-08-28,109.08277424351323
2020-08-29,95.91199595409878
2020-08-30,93.63981520195331
2020-08-31,91.05163424288277
2020-09-01,107.50760381374384
2020-09-02,103.38135730696196
2020-09-03,99.91375243953316
2020-09-04,101.67366569457828
2020-09-05,94.72852409538106
2020-09-06,112.66687599885084
2020-09-07,101.1663687795366
2020-09-08,101.14938361157867
2020-09-09,104.31338952694144
2020-09-10,103.1717493350253
2020-09-11,101.96827006663115
2020-09-12,96.97862443690268
2020-09-13,103.37048526870298
2020-09-14,110.50541273429194
2020-09-15,107.90453725158541
2020-09-16,109.22551692290125
2020-09-17,98.78565217644208
2020-09-18,96.47585322619888
2020-09-19,100.8770894958873
2020-09-20,101.86679542672277
2020-09-21,107.14127522652778
2020-09-22,93.29014125449271
2020-09-23,109.48236276926364
2020-09-24,101.12671844795938
2020-09-25,99.86449936001098
2020-09-26,97.020529602341
2020-09-27,93.88891488820676
2020-09-28,106.36119793623892
2020-09-29,102.69408162126513
2020-09-30,95.95983405551158
2020-10-01,96.01639146279254
2020-10-02,100.89500859555375
2020-10-03,111.0011864873451
2020-10-04,101.44026887297386
2020-10-05,95.30465763309512
2020-10-06,101.67380384714968
2020-10-07,101.6210480877348
2020-10-08,89.58237949065905
2020-10-09,102.87748514167161
2020-10-10,102.07643359211106
2020-10-11,106.79428483611528
2020-10-12,112.64018025566867
2020-10-13,109.11037169757448
2020-10-14,102.2152498659553
2020-10-15,98.10921054391487
2020-10-16,116.59078587276628
2020-10-17,104.10222579548316
2020-10-18,103.95792685386922
2020-10-19,103.84980172764824
2020-10-20,105.04299773593128
2020-10-21,103.41291864136603
2020-10-22,101.34855743547834
2020-10-23,101.56471953257132
2020-10-24,104.21739465658705
2020-10-25,101.74618392089195
2020-10-26,100.98122563206871
2020-10-27,105.15975245280778
2020-10-28,103.43486199613778
2020-10-29,112.31185979504926
2020-10-30,91.6191925790645
2020-10-31,110.41372264953563
2020-11-01,111.26876112130523
2020-11-02,94.75353076567009
2020-11-03,103.48919072620285
2020-11-04,103.4275711355194
2020-11-05,98.32936376080302
2020-11-06,101.55998556533149
2020-11-07,99.97833654485048
2020-11-08,114.37471475819149
2020-11-09,110.37390127570444
2020-11-10,112.1354315538317
2020-11-11,109.46816316797083
2020-11-12,100.29669076056226
2020-11-13,103.4014950541433
2020-11-14,108.55311596057552
2020-11-15,100.07775087886995
2020-11-16,109.83552884308537
2020-11-17,105.15105647032652
2020-11-18,104.56072619226298
2020-11-19,110.07177683992217
2020-11-20,108.82044032522866
2020-11-21,104.87643970759682
2020-11-22,112.56006632240721
2020-11-23,101.44024743648025
2020-11-24,110.00738887809482
2020-11-25,109.97536390210917
2020-11-26,105.54427218459105
2020-11-27,108.80481626126536
2020-11-28,101.00073003702201
2020-11-29,111.95857978387677
2020-11-30,106.49608077452109
2020-12-01,104.88912312303461
2020-12-02,112.829931123708
2020-12-03,104.1453133107035
2020-12-04,100.70687205049325
2020-12-05,100.04817943358529
2020-12-06,110.94352182682678
2020-12-07,101.59347207651092
2020-12-08,116.85173651780791
2020-12-09,97.75026533736123
2020-12-10,116.7243409871238
2020-12-11,109.37929325058045
2020-12-12,107.92278712410915
2020-12-13,105.76390401831013
2020-12-14,110.566326793009
2020-12-15,108.46461947801815
2020-12-16,114.25144916911874
2020-12-17,109.38822477124009
2020-12-18,109.65074210413304
2020-12-19,107.16331900464814
2020-12-20,108.77879871600582
2020-12-21,110.68468244796522
2020-12-22,100.67697840911555
2020-12-23,102.56904003076389
2020-12-24,113.10843438029977
2020-12-25,110.32858786971966
2020-12-26,108.63649076621031
2020-12-27,109.73072388219444
2020-12-28,111.45860951256958
2020-12-29,107.10404935310817
2020-12-30,105.99347089653716
2020-12-31,110.9463675679309
2021-01-01,105.15742417326109
2021-01-02,112.17269860880236
2021-01-03,101.70066357793455
2021-01-04,115.44150655464574
2021-01-05,112.7408625489765
2021-01-06,111.74017057737441
2021-01-07,115.45562359442636
2021-01-08,118.95168766590544
2021-01-09,115.77831253757697
2021-01-10,101.58423782472184
2021-01-11,104.47287091659531
2021-01-12,107.82880963068916
2021-01-13,111.1655045391155
2021-01-14,113.7054911593007
2021-01-15,107.57062376008152
2021-01-16,112.21532341712799
2021-01-17,107.58672170186975
2021-01-18,108.38819411757038
2021-01-19,104.49462441718276
2021-01-20,106.9939104397631
2021-01-21,104.93380041112972
2021-01-22,106.89500394321848
2021-01-23,117.1247259600381
2021-01-24,107.19166930173294
2021-01-25,125.18272083897335
2021-01-26,114.56954678808461
2021-01-27,113.1092846710483
2021-01-28,107.97546192056161
2021-01-29,115.85094698740639
2021-01-30,109.55335522806632
2021-01-31,113.12374020137577
2021-02-01,125.39626058838668
2021-02-02,112.19768516731321
2021-02-03,118.5064980662586
2021-02-04,109.32639607809456
2021-02-05,112.74948252013293
2021-02-06,121.86057491968904
2021-02-07,109.95388322146643
2021-02-08,122.23310806928365
2021-02-09,116.79177172547016
2021-02-10,110.52282493761518
2021-02-11,116.57934428125787
2021-02-12,118.36222460300769
2021-02-13,116.69064893485378
2021-02-14,105.81262229320927
2021-02-15,110.11020678243096
2021-02-16,112.59044625269155
2021-02-17,113.5380190538426
2021-02-18,117.09569345598997
2021-02-19,114.9629847417966
2021-02-20,107.4799047124736
2021-02-21,116.13976252994766
2021-02-22,117.37384877023072
2021-02-23,117.20201905236055
2021-02-24,119.88911720937223
2021-02-25,118.7369711232374
2021-02-26,116.94540751552883
2021-02-27,114.38082533098715
2021-02-28,106.50899598959418
2021-03-01,117.04403852173084
2021-03-02,116.0165326307772
2021-03-03,116.41813514983228
2021-03-04,108.75864485364762
2021-03-05,109.81925179960163
2021-03-06,120.5724455372012
2021-03-07,115.19105227014718
2021-03-08,118.87847829518732
2021-03-09,115.69471345787026
2021-03-10,115.78404904359044
2021-03-11,120.40883414488547
2021-03-12,113.21933824281236
2021-03-13,116.3623125374979
2021-03-14,113.65247897816153
2021-03-15,113.87352105341891
2021-03-16,114.58228834213106
2021-03-17,117.32096458653658
2021-03-18,113.8986993889444
2021-03-19,122.65336989402313
2021-03-20,111.98369952395177
2021-03-21,115.60452458313624
2021-03-22,114.42237428146593
2021-03-23,123.93806576349922
2021-03-24,117.7680969931822
2021-03-25,122.02669257686124
2021-03-26,109.52181478322696
2021-03-27,118.36701474665188
2021-03-28,121.56206416431652
2021-03-29,117.60747690147022
2021-03-30,122.6056055993136
2021-03-31,114.77390824237875
2021-04-01,124.48923446270226
2021-04-02,129.01913464876438
2021-04-03,115.79259799736359
2021-04-04,115.46142496145178
2021-04-05,125.0380067229379
2021-04-06,125.75109183489673
2021-04-07,115.32107773937057
2021-04-08,115.91659055855138
2021-04-09,116.69074836862188
2021-04-10,111.45956562664679
2021-04-11,113.67070521829095
2021-04-12,113.32540788584535
2021-04-13,114.5892706629788
2021-04-14,118.3369808204593
2021-04-15,119.76362568896957
2021-04-16,126.4272012592511
2021-04-17,113.76507536038052
2021-04-18,123.76060432535115
2021-04-19,117.85119488073445
2021-04-20,118.75596732249358
2021-04-21,122.45953010048251
2021-04-22,113.55396930073177
2021-04-23,121.16177490835726
2021-04-24,120.16413398739606
2021-04-25,121.87627603526528
2021-04-26,120.94200970365738
2021-04-27,131.8548139525665
2021-04-28,116.47176010064922
2021-04-29,117.08762201579047
2021-04-30,116.70905092756949
2021-05-01,117.1295147327858
2021-05-02,116.80211146094825
2021-05-03,126.01627652191235
2021-05-04,127.2558618752176
2021-05-05,117.38175593541472
2021-05-06,116.1558563075347
2021-05-07,122.75685872388163
2021-05-08,117.72081248943852
2021-05-09,123.72873356851468
2021-05-10,121.66083635288737
2021-05-11,113.14964744253848
2021-05-12,128.5480407930687
2021-05-13,129.87204992078978
2021-05-14,117.91086487178399
2021-05-15,119.11844729341975
2021-05-16,122.56842881561795
2021-05-17,122.8935325808223
2021-05-18,124.59611676314509
2021-05-19,131.43656486250643
2021-05-20,120.58295280009821
2021-05-21,117.55834948376993
2021-05-22,114.73538633528334
2021-05-23,118.05947904454013
2021-05-24,121.6306411487745
2021-05-25,130.85121209962617
2021-05-26,119.37251305575015
2021-05-27,123.16165607801923
2021-05-28,122.04274860835476
2021-05-29,128.14897622485267
2021-05-30,134.92381875587412
2021-05-31,119.71695953079818
2021-06-01,120.00625295170242
2021-06-02,127.75640131853265
2021-06-03,126.0272011502126
2021-06-04,131.93342709965498
2021-06-05,125.70167816649838
2021-06-06,121.06772355482703
2021-06-07,125.89960493111762
2021-06-08,128.57199544946437
2021-06-09,127.2130352214304
2021-06-10,125.72914123987384
2021-06-11,128.60829130117688
2021-06-12,129.2035425743532
2021-06-13,130.35000634620624
2021-06-14,126.76490759786059
2021-06-15,122.76791452722186
2021-06-16,124.4192201298665
2021-06-17,129.80034329913542
2021-06-18,119.76526688055122
2021-06-19,125.77545854874566
2021-06-20,122.04754471163811
2021-06-21,124.24010965684276
2021-06-22,130.57079162409892
2021-06-23,125.21617442005571
2021-06-24,124.57500858963068
2021-06-25,117.62569191284409
2021-06-26,128.23838721677356
2021-06-27,127.81668706123658
2021-06-28,135.48768654095227
2021-06-29,123.21466851855372
2021-06-30,125.93145810053218
2021-07-01,126.16477164966001
2021-07-02,132.88726639881736
2021-07-03,124.60566910695898
2021-07-04,126.5594011666392
2021-07-05,128.28592285526395
2021-07-06,126.26163269135682
2021-07-07,123.17856577171614
2021-07-08,126.46333057785407
2021-07-09,130.94318613155517
2021-07-10,120.52459765409475
2021-07-11,126.40416929077819
2021-07-12,122.32086361424169
2021-07-13,131.87884760245555
2021-07-14,118.3698267028062
2021-07-15,123.2732987592609
2021-07-16,128.0361141398352
2021-07-17,134.05982167957805
2021-07-18,125.98559699693517
2021-07-19,123.62049743772788
2021-07-20,135.88442718729056
2021-07-21,119.32071910690016
